442,5
351,6
390,1
243,4
65,1
399,1
391,4
26,1
207,3
115,3
312,6
171,4
230,5
408,4
13,3
136,1
169,2
189,3
114,1
374,6
378,4
117,2
108,2
133,2
19,1
286,3
418,5
228,3
162,2
52,3
170,5
475,6
34,2
468,5
54,3
297,6
351,6
338,6
475,4
52,1
459,4
247,2
297,5
135,2
138,2
425,4
65,2
207,2
95,3
115,1
285,2
323,5
216,1
418,5
69,3
403,4
437,6
380,3
425,3
23,1
299,3
85,1
138,1
325,6
456,3
391,6
432,5
143,1
76,1
34,3
27,3
156,5
51,1
161,2
38,3
26,1
351,5
460,3
169,4
418,4
68,2
266,6
270,3
52,2
260,5
204,3
195,6
26,1
442,6
340,3
221,4
216,1
338,3
247,1
442,6
51,1
68,2
170,3
95,4
69,3
456,4
442,6
437,6
289,5
276,1
391,3
342,6
156,1
34,2
456,5
377,6
364,3
115,2
204,3
156,2
19,1
429,6
204,2
405,6
459,3
377,5
247,3
285,1
414,5
34,3
13,2
425,6
272,5
17,4
130,1
468,4
442,5
221,3
403,6
243,6
377,6
38,2
306,4
342,6
156,1
414,6
260,2
380,4
247,4
364,4
52,2
91,1
325,3
195,6
117,1
425,3
468,3
272,2
414,4
399,3
243,3
68,1
468,5
286,2
405,4
416,3
325,4
325,5
270,1
368,5
91,3
475,3
475,6
357,5
38,3
312,6
414,3
324,6
442,5
119,3
323,5
266,6
325,4
114,4
230,2
378,6
253,1
323,4
247,1
408,5
238,2
368,5
133,1
216,1
442,4
208,1
170,1
187,2
391,6
418,2
23,4
468,2
238,5
39,4
190,1
456,6
243,5
228,4
184,2
253,2
357,5
408,5
208,1
76,1
162,4
51,2
338,3
182,4
187,4
13,2
456,5
17,4
13,3
437,4
299,4
13,3
380,2
171,5
260,4
216,1
95,4
114,1
418,2
13,3
204,4
51,1
323,3
92,3
204,5
459,4
432,6
272,4
81,1
102,1
391,2
104,2
323,5
299,2
418,5
228,3
234,4
57,5
374,5
455,4
297,6
299,3
289,6
161,4
153,3
234,5
304,6
102,3
23,1
247,1
414,4
247,5
46,3
285,2
377,6
161,3
364,2
117,1
34,3
437,5
323,2
52,2
285,2
92,3
190,5
304,6
92,2
304,6
455,4
455,6
207,2
455,6
380,5
19,1
276,3
338,5
234,5
322,5
153,3
85,2
408,5
374,6
323,4
238,5
76,3
429,5
414,6
65,2
117,3
429,4
95,4
442,5
408,5
195,6
143,2
102,1
455,3
270,1
432,6
272,1
345,5
247,1
81,2
169,4
161,1
91,1
442,6
460,3
460,6
52,2
299,2
390,6
260,6
297,4
51,2
260,4
391,3
285,2
273,3
418,2
119,2
115,4
104,2
38,2
135,1
253,1
408,5
399,6
26,1
57,3
266,6
152,4
17,2
391,3
351,5
243,4
108,2
460,3
27,3
228,5
460,5
273,3
189,3
238,4
364,3
171,2
51,2
65,1
255,5
133,1
230,5
414,6
138,2
195,6
391,3
351,5
273,2
418,2
377,6
361,5
289,5
234,5
399,5
57,3
403,5
54,3
39,2
78,2
297,5
195,3
26,1
95,3
442,6
68,2
429,6
323,4
117,3
76,1
52,3
152,4
468,5
13,3
253,2
342,5
108,2
27,3
184,4
437,6
57,5
162,2
156,4
114,3
403,5
207,3
130,2
57,5
437,4
429,5
312,4
442,5
221,3
299,4
187,5
23,4
230,3
312,6
34,1
189,4
299,3
182,2
136,2
221,1
162,3
133,2
380,4
152,3
190,1
209,1
260,1
114,4
143,2
152,2
182,5
27,4
216,1
130,1
243,3
357,4
459,4
108,3
442,6
247,1
119,3
351,6
416,3
238,2
78,3
230,2
171,4
266,6
364,6
312,6
189,3
195,5
357,5
189,2
13,1
104,1
52,1
442,5
208,2
468,6
104,2
289,5
46,3
270,2
455,4
299,6
228,4
272,5
184,2
69,1
325,1
459,4
272,1
17,1
323,1
114,3
85,4
437,4
221,2
27,1
143,1
299,4
299,4
377,6
351,6
442,6
468,4
459,5
207,2
104,2
247,3
27,2
184,5
253,3
57,4
416,3
184,5
221,3
247,4
273,4
34,1
340,6
216,1
289,6
182,4
273,3
247,3
221,5
299,4
95,4
184,1
361,6
162,4
102,3
243,6
81,1
19,1
391,6
323,2
78,1
456,3
391,5
276,1
299,6
195,6
289,2
189,2
13,4
351,5
340,5
324,6
405,5
216,2
153,2
378,5
324,6
81,3
247,3
81,2
133,2
276,1
255,6
81,1
391,4
182,3
57,2
189,3
437,5
306,3
136,1
276,2
161,1
27,1
403,6
38,1
170,1
391,6
171,5
91,1
23,3
91,2
187,1
143,5
135,1
266,5
297,2
54,2
169,3
325,4
399,2
361,3
221,5
91,1
69,3
104,2
351,4
442,5
299,4
380,3
78,3
23,3
221,5
260,5
323,5
414,6
399,6
207,2
133,2
230,4
460,6
34,2
76,1
432,6
17,1
91,4
135,2
187,2
208,1
285,5
272,4
357,4
39,2
68,1
187,1
46,2
238,4
39,4
425,4
95,3
377,5
368,6
34,1
51,1
405,4
209,1
299,3
273,4
65,2
117,1
17,1
459,2
189,1
340,4
143,1
221,3
51,3
69,3
322,3
207,2
26,2
85,4
221,5
152,5
342,6
169,3
459,3
345,3
391,4
399,3
230,6
378,6
162,2
190,4
357,4
108,1
324,6
368,6
255,3
323,5
136,1
234,5
76,1
119,2
253,1
136,2
184,3
