153,4
399,6
133,3
117,1
455,4
286,3
460,4
378,6
266,6
85,2
152,4
85,3
135,1
408,5
368,4
351,4
456,6
377,6
322,6
429,5
351,5
455,6
234,5
85,4
459,5
221,3
52,2
152,5
285,1
432,4
187,3
207,3
323,4
69,3
130,1
184,5
221,3
34,3
285,2
403,6
234,4
374,5
340,6
378,5
437,5
416,3
104,1
437,4
51,1
135,2
247,3
153,3
378,6
299,6
442,5
221,5
169,4
207,2
255,3
187,2
204,5
78,1
68,2
368,6
437,6
162,2
81,2
289,5
391,4
39,2
216,1
368,6
119,2
207,3
323,5
234,6
190,1
418,2
57,5
230,2
162,4
357,5
405,5
19,1
380,4
340,4
432,6
216,2
272,1
170,2
189,1
161,2
255,2
297,6
416,2
115,1
442,4
455,3
304,6
432,6
459,4
322,2
459,4
68,1
108,1
299,5
26,1
289,5
152,4
13,3
304,6
39,2
228,5
429,6
26,1
455,4
46,2
204,3
26,1
340,5
190,3
26,1
27,1
207,2
391,4
286,2
243,6
162,3
351,3
153,5
297,5
143,2
351,5
51,2
361,3
78,1
76,1
437,6
23,1
161,1
364,4
459,4
304,6
184,5
182,3
170,1
187,2
182,2
276,1
437,4
243,6
143,1
377,6
351,6
228,3
143,2
143,1
26,2
324,5
312,4
133,2
442,6
299,4
270,1
340,2
429,5
272,4
429,6
377,6
34,3
195,6
81,2
13,2
190,4
76,1
238,6
95,5
27,3
204,1
342,1
475,6
57,5
19,3
255,6
19,4
408,5
266,6
171,3
170,1
39,2
403,4
455,6
208,1
102,1
38,2
364,6
255,6
456,3
247,3
403,5
414,6
39,3
46,1
27,1
85,2
361,5
247,1
377,6
322,6
208,1
270,2
323,2
437,4
437,6
52,2
285,2
34,1
468,6
108,1
270,3
46,2
243,3
260,6
39,4
378,6
156,5
119,3
260,5
442,6
238,3
78,3
297,5
338,3
368,6
475,5
228,5
273,3
418,4
289,6
195,6
304,6
135,2
399,3
65,2
117,1
216,1
85,2
459,2
161,1
143,5
405,3
17,2
403,5
475,3
460,3
340,5
323,5
162,4
136,1
286,2
238,2
304,6
65,2
81,2
19,2
27,1
247,4
455,3
380,5
377,3
351,5
69,2
432,5
51,1
312,6
133,2
442,6
153,4
456,5
234,5
204,3
299,2
391,3
437,6
289,5
17,3
459,2
364,6
253,2
408,4
78,2
102,4
95,4
207,3
306,4
187,1
273,2
234,5
276,4
135,1
408,5
361,6
368,5
243,5
19,1
189,3
156,2
325,4
468,3
380,3
38,1
221,3
405,4
152,2
390,6
81,2
357,5
374,6
299,3
299,4
102,4
95,4
221,4
68,2
13,2
115,1
391,5
312,6
95,3
390,3
68,2
65,1
76,1
54,3
425,4
460,6
204,2
190,2
17,1
189,2
456,5
234,5
289,5
138,1
351,6
460,3
190,1
130,1
52,2
475,6
136,1
323,4
460,6
377,5
306,5
108,2
26,2
425,5
221,3
130,1
104,2
380,3
17,2
23,1
228,3
228,5
207,2
408,5
69,1
247,2
403,6
136,1
114,3
380,5
416,2
19,1
357,2
135,1
324,3
391,2
133,2
325,5
169,5
289,2
361,6
247,3
408,5
377,5
91,2
228,3
255,1
54,2
156,3
138,2
108,3
69,3
238,2
23,3
323,1
92,2
119,2
403,4
95,3
34,2
272,1
399,6
380,4
429,5
143,1
414,6
95,2
361,5
304,6
243,3
184,2
345,5
299,3
108,2
351,6
323,4
204,2
19,2
266,5
91,3
46,3
468,2
81,3
65,1
399,1
266,6
361,5
170,5
297,5
152,4
91,1
209,1
437,6
323,4
338,2
272,5
391,6
459,6
260,6
204,2
153,4
104,2
403,4
273,4
414,4
169,2
190,2
432,6
189,3
221,3
54,1
92,3
95,3
69,3
459,4
92,3
156,1
345,3
221,5
377,6
243,6
156,2
304,5
114,2
221,5
46,3
114,3
306,5
23,4
57,3
76,3
187,1
135,1
380,5
247,2
272,4
189,3
104,2
156,5
304,6
340,3
391,6
299,6
104,3
266,5
115,2
351,4
46,2
340,3
418,5
351,6
456,6
322,4
238,6
133,1
51,1
117,2
247,4
65,2
52,2
76,1
161,4
437,6
437,6
27,4
418,4
143,2
297,2
425,3
299,2
437,5
230,5
247,3
17,2
270,5
272,1
91,2
306,3
117,3
169,4
81,1
357,4
378,4
209,2
468,4
209,2
399,5
405,5
136,2
306,4
52,2
364,4
414,4
230,5
325,1
324,6
391,3
273,2
170,2
209,3
390,6
108,2
306,5
253,2
325,4
437,6
115,4
195,6
184,3
416,3
204,4
187,5
69,1
182,4
391,6
171,4
114,4
34,2
324,6
408,6
340,4
117,3
459,4
272,5
230,6
323,5
405,5
312,6
429,4
270,1
418,2
152,6
143,3
405,4
182,3
17,1
324,6
391,4
228,4
136,1
270,1
138,2
459,6
247,3
208,1
130,1
455,6
26,1
378,6
102,3
364,3
27,3
325,4
253,2
182,5
117,1
23,3
34,1
171,2
459,3
429,4
23,3
414,6
17,2
416,2
119,3
182,1
403,5
312,6
19,3
27,3
345,3
102,1
418,2
92,3
460,6
475,6
253,3
273,4
342,6
216,3
130,1
442,5
285,3
102,1
209,2
51,2
13,1
357,6
247,1
234,5
171,5
437,4
374,5
26,1
377,5
169,5
57,3
234,5
234,5
161,2
399,5
364,3
162,2
272,2
195,6
390,6
276,1
221,3
408,5
340,4
209,2
95,4
115,1
459,3
338,5
399,2
136,1
13,4
69,3
247,1
391,3
92,2
221,1
391,4
102,1
357,4
161,1
195,6
276,2
54,2
286,2
299,6
351,6
221,5
208,1
85,4
322,4
195,5
468,5
299,4
243,4
68,1
322,3
162,2
442,5
57,5
46,3
338,4
299,4
416,3
117,3
351,5
324,6
95,4
34,3
437,5
133,1
377,5
23,3
468,6
299,3
138,2
162,3
442,5
378,5
338,3
39,3
68,2
207,2
171,4
286,2
81,3
260,4
108,3
306,3
276,1
170,2
52,4
104,2
325,6
351,5
391,5
17,1
85,1
270,3
425,6
247,4
322,5
209,2
216,2
418,5
285,2
380,2
243,4
405,5
187,4
156,5
299,6
285,4
390,1
416,4
468,5
414,5
408,5
357,5
323,4
405,4
238,3
255,4
459,4
135,1
117,1
171,5
273,2
297,5
78,2
91,1
364,6
289,2
357,5
238,4
152,2
13,3
342,5
312,2
161,3
54,1
456,6
342,6
216,1
442,6
57,4
92,3
52,3
342,2
130,1
273,3
456,4
247,5
187,4
39,4
351,5
297,4
361,3
52,3
228,3
345,4
260,5
135,1
272,5
26,1
78,3
92,2
13,2
276,1
276,1
38,2
133,1
69,3
85,1
459,4
345,3
230,3
460,5
437,5
230,1
27,4
143,2
208,2
442,6
170,1
304,5
76,1
204,4
91,3
133,2
361,5
414,6
306,5
17,4
299,6
102,3
475,5
270,1
162,2
46,2
169,5
432,6
130,1
152,3
351,6
152,3
399,3
153,3
65,2
156,1
161,1
425,3
208,2
34,1
161,1
456,3
299,2
299,4
184,2
437,6
456,3
266,5
323,3
189,1
255,4
442,5
338,3
51,2
289,6
425,3
475,6
418,2
153,1
170,1
221,2
19,2
65,2
374,6
46,2
38,2
247,2
416,3
325,6
208,1
361,4
209,1
221,2
108,1
380,6
153,2
247,1
